name,url,section,row_label
Jiki Jiki no Mi,https://onepiece.fandom.com/wiki/Jiki_Jiki_no_Mi,Paramecia,Canon
Ope Ope no Mi,https://onepiece.fandom.com/wiki/Ope_Ope_no_Mi,Paramecia,Canon
Shiro Shiro no Mi,https://onepiece.fandom.com/wiki/Shiro_Shiro_no_Mi,Paramecia,Canon
Wara Wara no Mi,https://onepiece.fandom.com/wiki/Wara_Wara_no_Mi,Paramecia,Canon
Oto Oto no Mi,https://onepiece.fandom.com/wiki/Oto_Oto_no_Mi,Paramecia,Canon
Mero Mero no Mi,https://onepiece.fandom.com/wiki/Mero_Mero_no_Mi,Paramecia,Canon
Doku Doku no Mi,https://onepiece.fandom.com/wiki/Doku_Doku_no_Mi,Paramecia,Canon
Horu Horu no Mi,https://onepiece.fandom.com/wiki/Horu_Horu_no_Mi,Paramecia,Canon
Choki Choki no Mi,https://onepiece.fandom.com/wiki/Choki_Choki_no_Mi,Paramecia,Canon
Gura Gura no Mi,https://onepiece.fandom.com/wiki/Gura_Gura_no_Mi,Paramecia,Canon
Kira Kira no Mi,https://onepiece.fandom.com/wiki/Kira_Kira_no_Mi,Paramecia,Canon
Poke Poke no Mi,https://onepiece.fandom.com/wiki/Poke_Poke_no_Mi,Paramecia,Canon
Woshu Woshu no Mi,https://onepiece.fandom.com/wiki/Woshu_Woshu_no_Mi,Paramecia,Canon
Fuwa Fuwa no Mi,https://onepiece.fandom.com/wiki/Fuwa_Fuwa_no_Mi,Paramecia,Canon
Deka Deka no Mi,https://onepiece.fandom.com/wiki/Deka_Deka_no_Mi,Paramecia,Canon
Mato Mato no Mi,https://onepiece.fandom.com/wiki/Mato_Mato_no_Mi,Paramecia,Canon
Fuku Fuku no Mi,https://onepiece.fandom.com/wiki/Fuku_Fuku_no_Mi,Paramecia,Canon
Hobi Hobi no Mi,https://onepiece.fandom.com/wiki/Hobi_Hobi_no_Mi,Paramecia,Canon
Buki Buki no Mi,https://onepiece.fandom.com/wiki/Buki_Buki_no_Mi,Paramecia,Canon
Guru Guru no Mi,https://onepiece.fandom.com/wiki/Guru_Guru_no_Mi,Paramecia,Canon
Beta Beta no Mi,https://onepiece.fandom.com/wiki/Beta_Beta_no_Mi,Paramecia,Canon
Zushi Zushi no Mi,https://onepiece.fandom.com/wiki/Zushi_Zushi_no_Mi,Paramecia,Canon
Bari Bari no Mi,https://onepiece.fandom.com/wiki/Bari_Bari_no_Mi,Paramecia,Canon
Nui Nui no Mi,https://onepiece.fandom.com/wiki/Nui_Nui_no_Mi,Paramecia,Canon
Giro Giro no Mi,https://onepiece.fandom.com/wiki/Giro_Giro_no_Mi,Paramecia,Canon
Ato Ato no Mi,https://onepiece.fandom.com/wiki/Ato_Ato_no_Mi,Paramecia,Canon
Jake Jake no Mi,https://onepiece.fandom.com/wiki/Jake_Jake_no_Mi,Paramecia,Canon
Pamu Pamu no Mi,https://onepiece.fandom.com/wiki/Pamu_Pamu_no_Mi,Paramecia,Canon
Sui Sui no Mi,https://onepiece.fandom.com/wiki/Sui_Sui_no_Mi,Paramecia,Canon
Ton Ton no Mi,https://onepiece.fandom.com/wiki/Ton_Ton_no_Mi,Paramecia,Canon
Hira Hira no Mi,https://onepiece.fandom.com/wiki/Hira_Hira_no_Mi,Paramecia,Canon
Ishi Ishi no Mi,https://onepiece.fandom.com/wiki/Ishi_Ishi_no_Mi,Paramecia,Canon
Fude Fude no Mi,https://onepiece.fandom.com/wiki/Fude_Fude_no_Mi,Paramecia,Canon
Nagi Nagi no Mi,https://onepiece.fandom.com/wiki/Nagi_Nagi_no_Mi,Paramecia,Canon
Chiyu Chiyu no Mi,https://onepiece.fandom.com/wiki/Chiyu_Chiyu_no_Mi,Paramecia,Canon
Maki Maki no Mi,https://onepiece.fandom.com/wiki/Maki_Maki_no_Mi,Paramecia,Canon
Soru Soru no Mi,https://onepiece.fandom.com/wiki/Soru_Soru_no_Mi,Paramecia,Canon
Mira Mira no Mi,https://onepiece.fandom.com/wiki/Mira_Mira_no_Mi,Paramecia,Canon
Pero Pero no Mi,https://onepiece.fandom.com/wiki/Pero_Pero_no_Mi,Paramecia,Canon
Bisu Bisu no Mi,https://onepiece.fandom.com/wiki/Bisu_Bisu_no_Mi,Paramecia,Canon
Bata Bata no Mi,https://onepiece.fandom.com/wiki/Bata_Bata_no_Mi,Paramecia,Canon
Buku Buku no Mi,https://onepiece.fandom.com/wiki/Buku_Buku_no_Mi,Paramecia,Canon
Kuri Kuri no Mi,https://onepiece.fandom.com/wiki/Kuri_Kuri_no_Mi,Paramecia,Canon
Shibo Shibo no Mi,https://onepiece.fandom.com/wiki/Shibo_Shibo_no_Mi,Paramecia,Canon
Memo Memo no Mi,https://onepiece.fandom.com/wiki/Memo_Memo_no_Mi,Paramecia,Canon
Mochi Mochi no Mi,https://onepiece.fandom.com/wiki/Mochi_Mochi_no_Mi,Paramecia,Canon
Hoya Hoya no Mi,https://onepiece.fandom.com/wiki/Hoya_Hoya_no_Mi,Paramecia,Canon
Netsu Netsu no Mi,https://onepiece.fandom.com/wiki/Netsu_Netsu_no_Mi,Paramecia,Canon
Kuku Kuku no Mi,https://onepiece.fandom.com/wiki/Kuku_Kuku_no_Mi,Paramecia,Canon
Gocha Gocha no Mi,https://onepiece.fandom.com/wiki/Gocha_Gocha_no_Mi,Paramecia,Canon
Oshi Oshi no Mi,https://onepiece.fandom.com/wiki/Oshi_Oshi_no_Mi,Paramecia,Canon
Kobu Kobu no Mi,https://onepiece.fandom.com/wiki/Kobu_Kobu_no_Mi,Paramecia,Canon
Kibi Kibi no Mi,https://onepiece.fandom.com/wiki/Kibi_Kibi_no_Mi,Paramecia,Canon
Toki Toki no Mi,https://onepiece.fandom.com/wiki/Toki_Toki_no_Mi,Paramecia,Canon
Juku Juku no Mi,https://onepiece.fandom.com/wiki/Juku_Juku_no_Mi,Paramecia,Canon
Shiku Shiku no Mi,https://onepiece.fandom.com/wiki/Shiku_Shiku_no_Mi,Paramecia,Canon
Wapu Wapu no Mi,https://onepiece.fandom.com/wiki/Wapu_Wapu_no_Mi,Paramecia,Canon
Riki Riki no Mi,https://onepiece.fandom.com/wiki/Riki_Riki_no_Mi,Paramecia,Canon
Nomi Nomi no Mi,https://onepiece.fandom.com/wiki/Nomi_Nomi_no_Mi,Paramecia,Canon
Shima Shima no Mi,https://onepiece.fandom.com/wiki/Shima_Shima_no_Mi,Paramecia,Canon
Gabu Gabu no Mi,https://onepiece.fandom.com/wiki/Gabu_Gabu_no_Mi,Paramecia,Canon
Muchi Muchi no Mi,https://onepiece.fandom.com/wiki/Muchi_Muchi_no_Mi,Paramecia,Canon
Nori Nori no Mi,https://onepiece.fandom.com/wiki/Nori_Nori_no_Mi,Paramecia,Canon
Tsutsu Tsutsu no Mi,https://onepiece.fandom.com/wiki/Tsutsu_Tsutsu_no_Mi,Paramecia,Canon
Iku Iku no Mi,https://onepiece.fandom.com/wiki/Iku_Iku_no_Mi,Paramecia,Canon
Aro Aro no Mi,https://onepiece.fandom.com/wiki/Aro_Aro_no_Mi,Paramecia,Canon
Iba Iba no Mi,https://onepiece.fandom.com/wiki/Iba_Iba_no_Mi,Paramecia,Canon
Goe Goe no Mi,https://onepiece.fandom.com/wiki/Goe_Goe_no_Mi,Paramecia,Non-Canon
Hiso Hiso no Mi,https://onepiece.fandom.com/wiki/Hiso_Hiso_no_Mi,Paramecia,Non-Canon
Kama Kama no Mi,https://onepiece.fandom.com/wiki/Kama_Kama_no_Mi,Paramecia,Non-Canon
Kachi Kachi no Mi,https://onepiece.fandom.com/wiki/Kachi_Kachi_no_Mi,Paramecia,Non-Canon
Nemu Nemu no Mi,https://onepiece.fandom.com/wiki/Nemu_Nemu_no_Mi,Paramecia,Non-Canon
Mini Mini no Mi,https://onepiece.fandom.com/wiki/Mini_Mini_no_Mi,Paramecia,Non-Canon
Atsu Atsu no Mi,https://onepiece.fandom.com/wiki/Atsu_Atsu_no_Mi,Paramecia,Non-Canon
Noko Noko no Mi,https://onepiece.fandom.com/wiki/Noko_Noko_no_Mi,Paramecia,Non-Canon
Ami Ami no Mi,https://onepiece.fandom.com/wiki/Ami_Ami_no_Mi,Paramecia,Non-Canon
Kopi Kopi no Mi,https://onepiece.fandom.com/wiki/Kopi_Kopi_no_Mi,Paramecia,Non-Canon
Mosa Mosa no Mi,https://onepiece.fandom.com/wiki/Mosa_Mosa_no_Mi,Paramecia,Non-Canon
Modo Modo no Mi,https://onepiece.fandom.com/wiki/Modo_Modo_no_Mi,Paramecia,Non-Canon
Gutsu Gutsu no Mi,https://onepiece.fandom.com/wiki/Gutsu_Gutsu_no_Mi,Paramecia,Non-Canon
Peto Peto no Mi,https://onepiece.fandom.com/wiki/Peto_Peto_no_Mi,Paramecia,Non-Canon
Kone Kone no Mi,https://onepiece.fandom.com/wiki/Kone_Kone_no_Mi,Paramecia,Non-Canon
Moa Moa no Mi,https://onepiece.fandom.com/wiki/Moa_Moa_no_Mi,Paramecia,Non-Canon
Kyubu Kyubu no Mi,https://onepiece.fandom.com/wiki/Kyubu_Kyubu_no_Mi,Paramecia,Non-Canon
Maji Maji no Mi,https://onepiece.fandom.com/wiki/Maji_Maji_no_Mi,Paramecia,Non-Canon
Nito Nito no Mi,https://onepiece.fandom.com/wiki/Nito_Nito_no_Mi,Paramecia,Non-Canon
Hore Hore no Mi,https://onepiece.fandom.com/wiki/Hore_Hore_no_Mi,Paramecia,Non-Canon
Nuke Nuke no Mi,https://onepiece.fandom.com/wiki/Nuke_Nuke_no_Mi,Paramecia,Non-Canon
Koro Koro no Mi,https://onepiece.fandom.com/wiki/Koro_Koro_no_Mi,Paramecia,Non-Canon
Jara Jara no Mi,https://onepiece.fandom.com/wiki/Jara_Jara_no_Mi,Paramecia,Non-Canon
Iro Iro no Mi,https://onepiece.fandom.com/wiki/Iro_Iro_no_Mi,Paramecia,Non-Canon
Goru Goru no Mi,https://onepiece.fandom.com/wiki/Goru_Goru_no_Mi,Paramecia,Non-Canon
Raki Raki no Mi,https://onepiece.fandom.com/wiki/Raki_Raki_no_Mi,Paramecia,Non-Canon
Nepa Nepa no Mi,https://onepiece.fandom.com/wiki/Nepa_Nepa_no_Mi,Paramecia,Non-Canon
Mono Mono no Mi,https://onepiece.fandom.com/wiki/Mono_Mono_no_Mi,Paramecia,Non-Canon
Bijo Bijo no Mi,https://onepiece.fandom.com/wiki/Bijo_Bijo_no_Mi,Paramecia,Non-Canon
Ute Ute no Mi,https://onepiece.fandom.com/wiki/Ute_Ute_no_Mi,Paramecia,Non-Canon
Pocha Pocha no Mi,https://onepiece.fandom.com/wiki/Pocha_Pocha_no_Mi,Paramecia,Non-Canon
Bana Bana no Mi,https://onepiece.fandom.com/wiki/Bana_Bana_no_Mi,Paramecia,Non-Canon
Deri Deri no Mi,https://onepiece.fandom.com/wiki/Deri_Deri_no_Mi,Paramecia,Non-Canon
Dero Dero no Mi,https://onepiece.fandom.com/wiki/Dero_Dero_no_Mi,Paramecia,Non-Canon
Peke Peke no Mi,https://onepiece.fandom.com/wiki/Peke_Peke_no_Mi,Paramecia,Non-Canon
Gemu Gemu no Mi,https://onepiece.fandom.com/wiki/Gemu_Gemu_no_Mi,Paramecia,Non-Canon
Kyara Kyara no Mi,https://onepiece.fandom.com/wiki/Kyara_Kyara_no_Mi,Paramecia,Non-Canon
Basu Basu no Mi,https://onepiece.fandom.com/wiki/Basu_Basu_no_Mi,Paramecia,Non-Canon
Gasha Gasha no Mi,https://onepiece.fandom.com/wiki/Gasha_Gasha_no_Mi,Paramecia,Non-Canon
Nibi Nibi no Mi,https://onepiece.fandom.com/wiki/Nibi_Nibi_no_Mi,Paramecia,Non-Canon
Nori Nori no Mi (Non-Canon),https://onepiece.fandom.com/wiki/Nori_Nori_no_Mi_(Non-Canon),Paramecia,Non-Canon
Chuni Chuni no Mi,https://onepiece.fandom.com/wiki/Chuni_Chuni_no_Mi,Paramecia,Non-Canon
Uta Uta no Mi,https://onepiece.fandom.com/wiki/Uta_Uta_no_Mi,Paramecia,Non-Canon
Kote Kote no Mi,https://onepiece.fandom.com/wiki/Kote_Kote_no_Mi,Paramecia,Non-Canon
Mari Mari no Mi,https://onepiece.fandom.com/wiki/Mari_Mari_no_Mi,Paramecia,Non-Canon
Shuku Shuku no Mi,https://onepiece.fandom.com/wiki/Shuku_Shuku_no_Mi,Paramecia,Non-Canon
Homi Homi no Mi,https://onepiece.fandom.com/wiki/Homi_Homi_no_Mi,Paramecia,Non-Canon
Mabo Mabo no Mi,https://onepiece.fandom.com/wiki/Mabo_Mabo_no_Mi,Paramecia,Non-Canon
Kado Kado no Mi,https://onepiece.fandom.com/wiki/Kado_Kado_no_Mi,Paramecia,Non-Canon
Riba Riba no Mi,https://onepiece.fandom.com/wiki/Riba_Riba_no_Mi,Paramecia,Non-Canon
"Ushi Ushi no Mi, Model: Bison","https://onepiece.fandom.com/wiki/Ushi_Ushi_no_Mi,_Model:_Bison",Zoan,Canon
Hito Hito no Mi,https://onepiece.fandom.com/wiki/Hito_Hito_no_Mi,Zoan,Canon
"Tori Tori no Mi, Model: Falcon","https://onepiece.fandom.com/wiki/Tori_Tori_no_Mi,_Model:_Falcon",Zoan,Canon
"Inu Inu no Mi, Model: Dachshund","https://onepiece.fandom.com/wiki/Inu_Inu_no_Mi,_Model:_Dachshund",Zoan,Canon
Mogu Mogu no Mi,https://onepiece.fandom.com/wiki/Mogu_Mogu_no_Mi,Zoan,Canon
"Inu Inu no Mi, Model: Jackal","https://onepiece.fandom.com/wiki/Inu_Inu_no_Mi,_Model:_Jackal",Zoan,Canon
Uma Uma no Mi,https://onepiece.fandom.com/wiki/Uma_Uma_no_Mi,Zoan,Canon
"Neko Neko no Mi, Model: Leopard","https://onepiece.fandom.com/wiki/Neko_Neko_no_Mi,_Model:_Leopard",Zoan,Canon
Zou Zou no Mi,https://onepiece.fandom.com/wiki/Zou_Zou_no_Mi,Zoan,Canon
"Inu Inu no Mi, Model: Wolf","https://onepiece.fandom.com/wiki/Inu_Inu_no_Mi,_Model:_Wolf",Zoan,Canon
"Ushi Ushi no Mi, Model: Giraffe","https://onepiece.fandom.com/wiki/Ushi_Ushi_no_Mi,_Model:_Giraffe",Zoan,Canon
"Hebi Hebi no Mi, Model: King Cobra","https://onepiece.fandom.com/wiki/Hebi_Hebi_no_Mi,_Model:_King_Cobra",Zoan,Canon
"Hebi Hebi no Mi, Model: Anaconda","https://onepiece.fandom.com/wiki/Hebi_Hebi_no_Mi,_Model:_Anaconda",Zoan,Canon
Kame Kame no Mi,https://onepiece.fandom.com/wiki/Kame_Kame_no_Mi,Zoan,Canon
"Sara Sara no Mi, Model: Axolotl","https://onepiece.fandom.com/wiki/Sara_Sara_no_Mi,_Model:_Axolotl",Zoan,Canon
"Mushi Mushi no Mi, Model: Kabutomushi","https://onepiece.fandom.com/wiki/Mushi_Mushi_no_Mi,_Model:_Kabutomushi",Zoan,Canon
"Mushi Mushi no Mi, Model: Suzumebachi","https://onepiece.fandom.com/wiki/Mushi_Mushi_no_Mi,_Model:_Suzumebachi",Zoan,Canon
Tama Tama no Mi,https://onepiece.fandom.com/wiki/Tama_Tama_no_Mi,Zoan,Canon
"Tori Tori no Mi, Model: Albatross","https://onepiece.fandom.com/wiki/Tori_Tori_no_Mi,_Model:_Albatross",Zoan,Canon
"Inu Inu no Mi, Model: Tanuki","https://onepiece.fandom.com/wiki/Inu_Inu_no_Mi,_Model:_Tanuki",Zoan,Canon
Batto Batto no Mi,https://onepiece.fandom.com/wiki/Batto_Batto_no_Mi,Zoan,Canon
Rako Rako no Mi,https://onepiece.fandom.com/wiki/Rako_Rako_no_Mi,Zoan,Canon
"Inu Inu no Mi, Model: Hound","https://onepiece.fandom.com/wiki/Inu_Inu_no_Mi,_Model:_Hound",Zoan,Canon
"Tori Tori no Mi, Model: Eagle","https://onepiece.fandom.com/wiki/Tori_Tori_no_Mi,_Model:_Eagle",Zoan,Non-Canon
"Ryu Ryu no Mi, Model: Allosaurus","https://onepiece.fandom.com/wiki/Ryu_Ryu_no_Mi,_Model:_Allosaurus",Zoan,Canon
"Zou Zou no Mi, Model: Mammoth","https://onepiece.fandom.com/wiki/Zou_Zou_no_Mi,_Model:_Mammoth",Zoan,Canon
"Ryu Ryu no Mi, Model: Spinosaurus","https://onepiece.fandom.com/wiki/Ryu_Ryu_no_Mi,_Model:_Spinosaurus",Zoan,Canon
"Ryu Ryu no Mi, Model: Pteranodon","https://onepiece.fandom.com/wiki/Ryu_Ryu_no_Mi,_Model:_Pteranodon",Zoan,Canon
"Ryu Ryu no Mi, Model: Brachiosaurus","https://onepiece.fandom.com/wiki/Ryu_Ryu_no_Mi,_Model:_Brachiosaurus",Zoan,Canon
"Ryu Ryu no Mi, Model: Pachycephalosaurus","https://onepiece.fandom.com/wiki/Ryu_Ryu_no_Mi,_Model:_Pachycephalosaurus",Zoan,Canon
"Ryu Ryu no Mi, Model: Triceratops","https://onepiece.fandom.com/wiki/Ryu_Ryu_no_Mi,_Model:_Triceratops",Zoan,Canon
"Kumo Kumo no Mi, Model: Rosamygale Grauvogeli","https://onepiece.fandom.com/wiki/Kumo_Kumo_no_Mi,_Model:_Rosamygale_Grauvogeli",Zoan,Canon
"Neko Neko no Mi, Model: Saber Tiger","https://onepiece.fandom.com/wiki/Neko_Neko_no_Mi,_Model:_Saber_Tiger",Zoan,Canon
"Tori Tori no Mi, Model: Phoenix","https://onepiece.fandom.com/wiki/Tori_Tori_no_Mi,_Model:_Phoenix",Zoan,Canon
"Hito Hito no Mi, Model: Daibutsu","https://onepiece.fandom.com/wiki/Hito_Hito_no_Mi,_Model:_Daibutsu",Zoan,Canon
"Uo Uo no Mi, Model: Seiryu","https://onepiece.fandom.com/wiki/Uo_Uo_no_Mi,_Model:_Seiryu",Zoan,Canon
"Inu Inu no Mi, Model: Kyubi no Kitsune","https://onepiece.fandom.com/wiki/Inu_Inu_no_Mi,_Model:_Kyubi_no_Kitsune",Zoan,Canon
"Hebi Hebi no Mi, Model: Yamata no Orochi","https://onepiece.fandom.com/wiki/Hebi_Hebi_no_Mi,_Model:_Yamata_no_Orochi",Zoan,Canon
"Hito Hito no Mi, Model: Onyudo","https://onepiece.fandom.com/wiki/Hito_Hito_no_Mi,_Model:_Onyudo",Zoan,Canon
"Inu Inu no Mi, Model: Okuchi no Makami","https://onepiece.fandom.com/wiki/Inu_Inu_no_Mi,_Model:_Okuchi_no_Makami",Zoan,Canon
"Uma Uma no Mi, Model: Pegasus","https://onepiece.fandom.com/wiki/Uma_Uma_no_Mi,_Model:_Pegasus",Zoan,Canon
"Ryu Ryu no Mi, Model: Kirin","https://onepiece.fandom.com/wiki/Ryu_Ryu_no_Mi,_Model:_Kirin",Zoan,Canon
"Inu Inu no Mi, Model: Bake-danuki","https://onepiece.fandom.com/wiki/Inu_Inu_no_Mi,_Model:_Bake-danuki",Zoan,Non-Canon
"Batto Batto no Mi, Model: Vampire","https://onepiece.fandom.com/wiki/Batto_Batto_no_Mi,_Model:_Vampire",Zoan,Non-Canon
"Tori Tori no Mi, Model: Nue","https://onepiece.fandom.com/wiki/Tori_Tori_no_Mi,_Model:_Nue",Zoan,Non-Canon
Artificial Devil Fruit,https://onepiece.fandom.com/wiki/Artificial_Devil_Fruit,Zoan,Canon
Moku Moku no Mi,https://onepiece.fandom.com/wiki/Moku_Moku_no_Mi,Logia,Canon
Suna Suna no Mi,https://onepiece.fandom.com/wiki/Suna_Suna_no_Mi,Logia,Canon
Mera Mera no Mi,https://onepiece.fandom.com/wiki/Mera_Mera_no_Mi,Logia,Canon
Goro Goro no Mi,https://onepiece.fandom.com/wiki/Goro_Goro_no_Mi,Logia,Canon
Hie Hie no Mi,https://onepiece.fandom.com/wiki/Hie_Hie_no_Mi,Logia,Canon
Yami Yami no Mi,https://onepiece.fandom.com/wiki/Yami_Yami_no_Mi,Logia,Canon
Pika Pika no Mi,https://onepiece.fandom.com/wiki/Pika_Pika_no_Mi,Logia,Canon
Magu Magu no Mi,https://onepiece.fandom.com/wiki/Magu_Magu_no_Mi,Logia,Canon
Susu Susu no Mi,https://onepiece.fandom.com/wiki/Susu_Susu_no_Mi,Logia,Canon
Numa Numa no Mi,https://onepiece.fandom.com/wiki/Numa_Numa_no_Mi,Logia,Canon
Gasu Gasu no Mi,https://onepiece.fandom.com/wiki/Gasu_Gasu_no_Mi,Logia,Canon
Yuki Yuki no Mi,https://onepiece.fandom.com/wiki/Yuki_Yuki_no_Mi,Logia,Canon
Mori Mori no Mi,https://onepiece.fandom.com/wiki/Mori_Mori_no_Mi,Logia,Canon
Toro Toro no Mi,https://onepiece.fandom.com/wiki/Toro_Toro_no_Mi,Logia,Non-Canon
Pasa Pasa no Mi,https://onepiece.fandom.com/wiki/Pasa_Pasa_no_Mi,Logia,Non-Canon
Ame Ame no Mi,https://onepiece.fandom.com/wiki/Ame_Ame_no_Mi,Logia,Non-Canon
Gunyo Gunyo no Mi,https://onepiece.fandom.com/wiki/Gunyo_Gunyo_no_Mi,Undetermined Class,Canon
Zuma Zuma no Mi,https://onepiece.fandom.com/wiki/Zuma_Zuma_no_Mi,Undetermined Class,Non-Canon
Meta Meta no Mi,https://onepiece.fandom.com/wiki/Meta_Meta_no_Mi,Undetermined Class,Non-Canon
